target_chembl_id,target_organism,target_pref_name,molecule_chembl_id,molecule_pref_name,pchembl_value,standard_type,standard_relation,standard_value,standard_units,assay_chembl_id
CHEMBL245,Homo sapiens,Muscarinic acetylcholine receptor M3,CHEMBL7303,ARECOLINE,4.96,IC50,=,11000.0,nM,CHEMBL746514
CHEMBL1821,Homo sapiens,Muscarinic acetylcholine receptor M4,CHEMBL7303,ARECOLINE,4.87,IC50,=,13500.0,nM,CHEMBL749238
CHEMBL1907609,Rattus norvegicus,Muscarinic acetylcholine receptor,CHEMBL7303,ARECOLINE,6.94,IC50,=,115.0,nM,CHEMBL748833
CHEMBL1907609,Rattus norvegicus,Muscarinic acetylcholine receptor,CHEMBL7303,ARECOLINE,4.59,IC50,=,25400.0,nM,CHEMBL748836
CHEMBL276,Rattus norvegicus,Muscarinic acetylcholine receptor M1,CHEMBL7303,ARECOLINE,7.11,IC50,=,77.0,nM,CHEMBL751537
CHEMBL276,Rattus norvegicus,Muscarinic acetylcholine receptor M1,CHEMBL7303,ARECOLINE,5.89,IC50,=,1300.0,nM,CHEMBL751538
CHEMBL216,Homo sapiens,Muscarinic acetylcholine receptor M1,CHEMBL7303,ARECOLINE,6.26,IC50,=,545.0,nM,CHEMBL881931
CHEMBL276,Rattus norvegicus,Muscarinic acetylcholine receptor M1,CHEMBL7303,ARECOLINE,7.11,IC50,=,77.0,nM,CHEMBL747492
CHEMBL276,Rattus norvegicus,Muscarinic acetylcholine receptor M1,CHEMBL7303,ARECOLINE,5.89,IC50,=,1300.0,nM,CHEMBL747493
CHEMBL309,Rattus norvegicus,Muscarinic acetylcholine receptor M2,CHEMBL7303,ARECOLINE,5.04,IC50,=,9150.0,nM,CHEMBL750969
CHEMBL276,Rattus norvegicus,Muscarinic acetylcholine receptor M1,CHEMBL7303,ARECOLINE,4.92,IC50,=,11920.0,nM,CHEMBL748851
CHEMBL1907609,Rattus norvegicus,Muscarinic acetylcholine receptor,CHEMBL7303,ARECOLINE,7.11,IC50,=,77.0,nM,CHEMBL747415
CHEMBL1907609,Rattus norvegicus,Muscarinic acetylcholine receptor,CHEMBL7303,ARECOLINE,,IC50,=,106000.0,nM,CHEMBL872434
CHEMBL1907609,Rattus norvegicus,Muscarinic acetylcholine receptor,CHEMBL7303,ARECOLINE,7.20,IC50,=,62.7,nM,CHEMBL752314
CHEMBL216,Homo sapiens,Muscarinic acetylcholine receptor M1,CHEMBL7303,ARECOLINE,,IC50,=,145000.0,nM,CHEMBL745687
CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,CHEMBL7303,ARECOLINE,5.35,IC50,=,4500.0,nM,CHEMBL749205
CHEMBL245,Homo sapiens,Muscarinic acetylcholine receptor M3,CHEMBL7303,ARECOLINE,4.24,IC50,=,58000.0,nM,CHEMBL747474
CHEMBL1821,Homo sapiens,Muscarinic acetylcholine receptor M4,CHEMBL7303,ARECOLINE,4.32,IC50,=,47500.0,nM,CHEMBL745069
CHEMBL2035,Homo sapiens,Muscarinic acetylcholine receptor M5,CHEMBL7303,ARECOLINE,4.20,IC50,=,62500.0,nM,CHEMBL748276
CHEMBL1907609,Rattus norvegicus,Muscarinic acetylcholine receptor,CHEMBL7303,ARECOLINE,6.00,IC50,=,1000.0,nM,CHEMBL714426
CHEMBL1907609,Rattus norvegicus,Muscarinic acetylcholine receptor,CHEMBL7303,ARECOLINE,6.92,IC50,=,120.0,nM,CHEMBL752361
CHEMBL1907609,Rattus norvegicus,Muscarinic acetylcholine receptor,CHEMBL7303,ARECOLINE,4.60,IC50,=,25000.0,nM,CHEMBL752363
CHEMBL276,Rattus norvegicus,Muscarinic acetylcholine receptor M1,CHEMBL7303,ARECOLINE,,IC50,=,469000.0,nM,CHEMBL969250
CHEMBL276,Rattus norvegicus,Muscarinic acetylcholine receptor M1,CHEMBL7303,ARECOLINE,,IC50,=,469000.0,nM,CHEMBL1054450
CHEMBL276,Rattus norvegicus,Muscarinic acetylcholine receptor M1,CHEMBL7303,ARECOLINE,,IC50,=,460000.0,nM,CHEMBL1111846
CHEMBL2366456,Cavia porcellus,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL7303,ARECOLINE,4.47,IC50,=,33730.0,nM,CHEMBL3638167
CHEMBL6020,Homo sapiens,Bile salt export pump,CHEMBL7303,ARECOLINE,,IC50,>,1000000.0,nM,CHEMBL4017550
CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,CHEMBL93353,ARISTOLOCHIC ACID,,IC50,>,20000.0,nM,CHEMBL1067148
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL93353,ARISTOLOCHIC ACID,,IC50,>,10.0,ug.mL-1,CHEMBL1687382
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL93353,ARISTOLOCHIC ACID,,IC50,>,10.0,ug.mL-1,CHEMBL1687383
CHEMBL2026,Escherichia coli K-12,Beta-lactamase AmpC,CHEMBL1239,BENZYL BENZOATE,4.05,IC50,=,90000.0,nM,CHEMBL651415
CHEMBL3314,Bos taurus,Alpha-chymotrypsin,CHEMBL1239,BENZYL BENZOATE,,IC50,=,250000.0,nM,CHEMBL664290
CHEMBL3560,Homo sapiens,Malate dehydrogenase cytoplasmic,CHEMBL1239,BENZYL BENZOATE,,IC50,=,125000.0,nM,CHEMBL709628
CHEMBL2026,Escherichia coli K-12,Beta-lactamase AmpC,CHEMBL1239,BENZYL BENZOATE,,IC50,>,50.0,,CHEMBL654911
CHEMBL3314,Bos taurus,Alpha-chymotrypsin,CHEMBL1239,BENZYL BENZOATE,,IC50,=,3.0,,CHEMBL664292
CHEMBL3560,Homo sapiens,Malate dehydrogenase cytoplasmic,CHEMBL1239,BENZYL BENZOATE,,IC50,=,24.0,,CHEMBL712991
CHEMBL2026,Escherichia coli K-12,Beta-lactamase AmpC,CHEMBL1239,BENZYL BENZOATE,,IC50,>,50.0,,CHEMBL880770
CHEMBL2725,Enterobacter cloacae,Beta-lactamase,CHEMBL1239,BENZYL BENZOATE,,IC50,>,50.0,,CHEMBL819734
CHEMBL3314,Bos taurus,Alpha-chymotrypsin,CHEMBL1239,BENZYL BENZOATE,,IC50,=,19.0,,CHEMBL664288
CHEMBL3444,Sus scrofa,Malate dehydrogenase mitochondrial,CHEMBL1239,BENZYL BENZOATE,,IC50,=,7.0,,CHEMBL712434
CHEMBL5741,Mus musculus,Type-1A angiotensin II receptor,CHEMBL1239,BENZYL BENZOATE,,IC50,=,107.2,ug.mL-1,CHEMBL998774
CHEMBL5582,Rattus norvegicus,Hormone-sensitive lipase,CHEMBL1239,BENZYL BENZOATE,5.96,IC50,=,1100.0,nM,CHEMBL1024870
CHEMBL400,Homo sapiens,MDA-MB-231,CHEMBL55285,BENZYL ISOTHIOCYANATE,4.38,IC50,=,42000.0,nM,CHEMBL1014403
CHEMBL614775,Homo sapiens,T98G,CHEMBL55285,BENZYL ISOTHIOCYANATE,,IC50,>,100000.0,nM,CHEMBL1014404
CHEMBL390,Homo sapiens,PC-3,CHEMBL55285,BENZYL ISOTHIOCYANATE,,IC50,>,50000.0,nM,CHEMBL1014405
CHEMBL614058,Homo sapiens,Caco-2,CHEMBL55285,BENZYL ISOTHIOCYANATE,4.82,IC50,=,15000.0,nM,CHEMBL1014406
CHEMBL612446,Homo sapiens,UACC-903,CHEMBL55285,BENZYL ISOTHIOCYANATE,4.82,IC50,=,15000.0,nM,CHEMBL1014407
CHEMBL614580,Homo sapiens,HT-1080,CHEMBL55285,BENZYL ISOTHIOCYANATE,,IC50,>,50000.0,nM,CHEMBL1014416
CHEMBL392,Homo sapiens,A549,CHEMBL55285,BENZYL ISOTHIOCYANATE,4.69,IC50,=,20500.0,nM,CHEMBL1815198
CHEMBL614361,Homo sapiens,T47D,CHEMBL55285,BENZYL ISOTHIOCYANATE,5.13,IC50,=,7400.0,nM,CHEMBL1815199
CHEMBL387,Homo sapiens,MCF7,CHEMBL55285,BENZYL ISOTHIOCYANATE,4.72,IC50,=,18900.0,nM,CHEMBL1815200
CHEMBL614721,Homo sapiens,LoVo,CHEMBL55285,BENZYL ISOTHIOCYANATE,4.91,IC50,=,12300.0,nM,CHEMBL1815201
CHEMBL614721,Homo sapiens,LoVo,CHEMBL55285,BENZYL ISOTHIOCYANATE,4.98,IC50,=,10500.0,nM,CHEMBL1815202
CHEMBL2085,Homo sapiens,Macrophage migration inhibitory factor,CHEMBL55285,BENZYL ISOTHIOCYANATE,6.27,IC50,=,540.0,nM,CHEMBL3411011
CHEMBL2085,Homo sapiens,Macrophage migration inhibitory factor,CHEMBL55285,BENZYL ISOTHIOCYANATE,6.28,IC50,=,530.0,nM,CHEMBL3411010
CHEMBL614721,Homo sapiens,LoVo,CHEMBL55285,BENZYL ISOTHIOCYANATE,4.84,IC50,=,14500.0,nM,CHEMBL3756040
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL55285,BENZYL ISOTHIOCYANATE,4.70,IC50,=,19800.0,nM,CHEMBL3756041
CHEMBL612545,,Unchecked,CHEMBL55285,BENZYL ISOTHIOCYANATE,4.70,IC50,=,19800.0,nM,CHEMBL4029725
CHEMBL614721,Homo sapiens,LoVo,CHEMBL55285,BENZYL ISOTHIOCYANATE,4.84,IC50,=,14500.0,nM,CHEMBL4029724
CHEMBL2085,Homo sapiens,Macrophage migration inhibitory factor,CHEMBL55285,BENZYL ISOTHIOCYANATE,6.10,IC50,=,790.0,nM,CHEMBL4199311
CHEMBL614721,Homo sapiens,LoVo,CHEMBL55285,BENZYL ISOTHIOCYANATE,4.84,IC50,=,14500.0,nM,CHEMBL4233268
CHEMBL612545,,Unchecked,CHEMBL55285,BENZYL ISOTHIOCYANATE,4.70,IC50,=,19800.0,nM,CHEMBL4233269
CHEMBL2096682,Homo sapiens,"Sodium channel alpha subunits; brain (Types I, II, III)",CHEMBL113,CAFFEINE,,IC50,=,660000.0,nM,CHEMBL806152
CHEMBL318,Rattus norvegicus,Adenosine A1 receptor,CHEMBL113,CAFFEINE,,IC50,=,110000.0,nM,CHEMBL642857
CHEMBL369,Cavia porcellus,Cavia porcellus,CHEMBL113,CAFFEINE,,IC50,=,150000.0,nM,CHEMBL685061
CHEMBL318,Rattus norvegicus,Adenosine A1 receptor,CHEMBL113,CAFFEINE,,IC50,=,117000.0,nM,CHEMBL640700
CHEMBL2094117,Rattus norvegicus,Adenosine A2 receptor,CHEMBL113,CAFFEINE,4.20,IC50,=,63000.0,nM,CHEMBL643182
CHEMBL2111322,Rattus norvegicus,Phosphodiesterase 1,CHEMBL113,CAFFEINE,4.16,IC50,=,70000.0,nM,CHEMBL780518
CHEMBL376,Rattus norvegicus,Rattus norvegicus,CHEMBL113,CAFFEINE,,IC50,=,170000.0,nM,CHEMBL780520
CHEMBL3526,Homo sapiens,Muscle glycogen phosphorylase,CHEMBL113,CAFFEINE,,IC50,=,114000.0,nM,CHEMBL881513
CHEMBL3239,Rattus norvegicus,Liver glycogen phosphorylase,CHEMBL113,CAFFEINE,,IC50,=,648000.0,nM,CHEMBL880662
CHEMBL4696,Oryctolagus cuniculus,"Glycogen phosphorylase, muscle form",CHEMBL113,CAFFEINE,,IC50,=,114000.0,nM,CHEMBL859105
CHEMBL4696,Oryctolagus cuniculus,"Glycogen phosphorylase, muscle form",CHEMBL113,CAFFEINE,,IC50,=,114000.0,nM,CHEMBL871240
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,=,114000.0,nM,CHEMBL898956
CHEMBL613694,Rattus norvegicus,Liver microsomes,CHEMBL113,CAFFEINE,,IC50,=,520000.0,nM,CHEMBL921743
CHEMBL4696,Oryctolagus cuniculus,"Glycogen phosphorylase, muscle form",CHEMBL113,CAFFEINE,,IC50,=,114000.0,nM,CHEMBL961425
CHEMBL4696,Oryctolagus cuniculus,"Glycogen phosphorylase, muscle form",CHEMBL113,CAFFEINE,,IC50,=,283000.0,nM,CHEMBL1060536
CHEMBL4696,Oryctolagus cuniculus,"Glycogen phosphorylase, muscle form",CHEMBL113,CAFFEINE,4.08,IC50,=,83100.0,nM,CHEMBL1042192
CHEMBL4696,Oryctolagus cuniculus,"Glycogen phosphorylase, muscle form",CHEMBL113,CAFFEINE,4.13,IC50,=,74900.0,nM,CHEMBL1050600
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,=,510000.0,nM,CHEMBL1073918
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,=,390000.0,nM,CHEMBL1073921
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,=,440000.0,nM,CHEMBL1074558
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,=,450000.0,nM,CHEMBL1074559
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,=,420000.0,nM,CHEMBL1074560
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,=,450000.0,nM,CHEMBL1074561
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,=,440000.0,nM,CHEMBL1074562
CHEMBL4696,Oryctolagus cuniculus,"Glycogen phosphorylase, muscle form",CHEMBL113,CAFFEINE,4.12,IC50,=,75300.0,nM,CHEMBL1108551
CHEMBL4696,Oryctolagus cuniculus,"Glycogen phosphorylase, muscle form",CHEMBL113,CAFFEINE,4.12,IC50,=,75300.0,nM,CHEMBL1645782
CHEMBL5024,Homo sapiens,Serine-protein kinase ATR,CHEMBL113,CAFFEINE,,IC50,=,1100000.0,nM,CHEMBL1767585
CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,CHEMBL113,CAFFEINE,,IC50,=,200000.0,nM,CHEMBL1767682
CHEMBL3142,Homo sapiens,DNA-dependent protein kinase,CHEMBL113,CAFFEINE,,IC50,=,10000000.0,nM,CHEMBL1767683
CHEMBL2842,Homo sapiens,Serine/threonine-protein kinase mTOR,CHEMBL113,CAFFEINE,,IC50,=,400000.0,nM,CHEMBL1767684
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,=,480000.0,nM,CHEMBL1820642
CHEMBL220,Homo sapiens,Acetylcholinesterase,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909212
CHEMBL226,Homo sapiens,Adenosine A1 receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909213
CHEMBL251,Homo sapiens,Adenosine A2a receptor,CHEMBL113,CAFFEINE,4.69,IC50,=,20472.0,nM,CHEMBL1909214
CHEMBL256,Homo sapiens,Adenosine A3 receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909215
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909084
CHEMBL319,Rattus norvegicus,Alpha-1a adrenergic receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909085
CHEMBL315,Rattus norvegicus,Alpha-1b adrenergic receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909086
CHEMBL223,Homo sapiens,Alpha-1d adrenergic receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909087
CHEMBL1867,Homo sapiens,Alpha-2a adrenergic receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909088
CHEMBL1942,Homo sapiens,Alpha-2b adrenergic receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909089
CHEMBL1916,Homo sapiens,Alpha-2c adrenergic receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909090
CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909091
CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909092
CHEMBL246,Homo sapiens,Beta-3 adrenergic receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909093
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909094
CHEMBL2622,Rattus norvegicus,Aldose reductase,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909095
CHEMBL4607,Homo sapiens,Angiotensin II type 2 (AT-2) receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909096
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909097
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909098
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909099
CHEMBL3157,Homo sapiens,Bradykinin B2 receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909100
CHEMBL1832,Homo sapiens,Calcitonin receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909101
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909102
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909103
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909121
CHEMBL218,Homo sapiens,Cannabinoid CB1 receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909122
CHEMBL205,Homo sapiens,Carbonic anhydrase II,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909123
CHEMBL4015,Homo sapiens,C-C chemokine receptor type 2,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909124
CHEMBL2414,Homo sapiens,C-C chemokine receptor type 4,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909125
CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909126
CHEMBL4029,Homo sapiens,Interleukin-8 receptor A,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909127
CHEMBL2434,Homo sapiens,Interleukin-8 receptor B,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909128
CHEMBL1901,Homo sapiens,Cholecystokinin A receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909129
CHEMBL221,Homo sapiens,Cyclooxygenase-1,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909130
CHEMBL230,Homo sapiens,Cyclooxygenase-2,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909131
CHEMBL3356,Homo sapiens,Cytochrome P450 1A2,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909132
CHEMBL5282,Homo sapiens,Cytochrome P450 2A6,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909133
CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909134
CHEMBL3397,Homo sapiens,Cytochrome P450 2C9,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909135
CHEMBL289,Homo sapiens,Cytochrome P450 2D6,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909136
CHEMBL5281,Homo sapiens,Cytochrome P450 2E1,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909137
CHEMBL340,Homo sapiens,Cytochrome P450 3A4,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909138
CHEMBL2056,Homo sapiens,Dopamine D1 receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909139
CHEMBL217,Homo sapiens,Dopamine D2 receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909140
CHEMBL234,Homo sapiens,Dopamine D3 receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909141
CHEMBL219,Homo sapiens,Dopamine D4 receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909142
CHEMBL238,Homo sapiens,Dopamine transporter,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909143
CHEMBL252,Homo sapiens,Endothelin receptor ET-A,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909144
CHEMBL206,Homo sapiens,Estrogen receptor alpha,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909145
CHEMBL242,Homo sapiens,Estrogen receptor beta,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909146
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909147
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909148
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909149
CHEMBL2034,Homo sapiens,Glucocorticoid receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909150
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909151
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909152
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909153
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909154
CHEMBL3392921,Rattus norvegicus,Glycine receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909155
CHEMBL231,Homo sapiens,Histamine H1 receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909156
CHEMBL1941,Homo sapiens,Histamine H2 receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909157
CHEMBL402,Homo sapiens,HMG-CoA reductase,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909158
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909159
CHEMBL5486,Rattus norvegicus,Insulin receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909160
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909161
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909162
CHEMBL1909043,Cavia porcellus,Leukotriene C4 synthase,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909163
CHEMBL1798,Homo sapiens,Cysteinyl leukotriene receptor 1,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909164
CHEMBL4358,Oryctolagus cuniculus,Arachidonate 15-lipoxygenase,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909165
CHEMBL4644,Homo sapiens,Melanocortin receptor 3,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909166
CHEMBL259,Homo sapiens,Melanocortin receptor 4,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909167
CHEMBL4608,Homo sapiens,Melanocortin receptor 5,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909168
CHEMBL1951,Homo sapiens,Monoamine oxidase A,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909169
CHEMBL216,Homo sapiens,Muscarinic acetylcholine receptor M1,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909170
CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909171
CHEMBL245,Homo sapiens,Muscarinic acetylcholine receptor M3,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909172
CHEMBL1821,Homo sapiens,Muscarinic acetylcholine receptor M4,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909173
CHEMBL2035,Homo sapiens,Muscarinic acetylcholine receptor M5,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909174
CHEMBL4777,Homo sapiens,Neuropeptide Y receptor type 1,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909175
CHEMBL4018,Homo sapiens,Neuropeptide Y receptor type 2,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909176
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909177
CHEMBL3048,Rattus norvegicus,"Nitric-oxide synthase, brain",CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909178
CHEMBL3464,Mus musculus,"Nitric oxide synthase, inducible",CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909179
CHEMBL236,Homo sapiens,Delta opioid receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909180
CHEMBL237,Homo sapiens,Kappa opioid receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909181
CHEMBL233,Homo sapiens,Mu opioid receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909182
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909183
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909184
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909185
CHEMBL1827,Homo sapiens,Phosphodiesterase 5A,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909186
CHEMBL250,Homo sapiens,Platelet activating factor receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909187
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909188
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909189
CHEMBL240,Homo sapiens,HERG,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909190
CHEMBL1909044,Bos taurus,Progesterone receptor,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909191
CHEMBL4074,Oryctolagus cuniculus,Angiotensin-converting enzyme,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909192
CHEMBL4801,Homo sapiens,Caspase-1,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909193
CHEMBL4071,Homo sapiens,Cathepsin G,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909194
CHEMBL248,Homo sapiens,Leukocyte elastase,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909195
CHEMBL332,Homo sapiens,Matrix metalloproteinase-1,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909196
CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909197
CHEMBL299,Homo sapiens,Protein kinase C alpha,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909198
CHEMBL3385,Homo sapiens,MAP kinase ERK1,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909199
CHEMBL4040,Homo sapiens,MAP kinase ERK2,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909200
CHEMBL260,Homo sapiens,MAP kinase p38 alpha,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909201
CHEMBL4445,Homo sapiens,"Serine/threonine protein phosphatase 2B catalytic subunit, alpha isoform",CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909202
CHEMBL203,Homo sapiens,Epidermal growth factor receptor erbB1,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909203
CHEMBL1841,Homo sapiens,Tyrosine-protein kinase FYN,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909204
CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909205
CHEMBL258,Homo sapiens,Tyrosine-protein kinase LCK,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909206
CHEMBL3243,Homo sapiens,Leukocyte common antigen,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909207
CHEMBL612545,,Unchecked,CHEMBL113,CAFFEINE,,IC50,,,,CHEMBL1909208
